Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Reactions of gene
EG10755	b4226	4449122	4449652	INORGPYROPHOSPHAT-MONOMER	INORGPYROPHOSPHAT-RXN // TRIPHOSPHATASE-RXN
EG10427	b1210	1263714	1264970	GLUTRNAREDUCT-MONOMER	GLUTRNAREDUCT-RXN
G6957	b1770	1854096	1854854	G6957-MONOMER	
EG10643	b1221	1275179	1275829	PHOSPHO-NARL // NARL-MONOMER	
EG11146	b2405	2521593	2522477	EG11146-MONOMER	
EG11181	b3337	3466797	3466991	EG11181-MONOMER	
EG11421	b0338	357791	358690	PD00291	
G6100	b0213	234816	235538	G6100-MONOMER	
EG11391	b4376	4611396	4612001	EG11391-MONOMER	
G7292	b2462	2575470	2575805	G7292-MONOMER	
EG11302	b1573	1648823	1649041	EG11302-MONOMER	
EG10461	b0473	495120	496994	EG10461-MONOMER	RXN0-1061
G7113	b2074	2154016	2155263	MDTA	TRANS-RXN-353 // TRANS-RXN-352 // TRANS-RXN-92
G6125	b0250	265620	266087	G6125-MONOMER	
EG12269	b3548	3712236	3712934	EG12269-MONOMER	
G7045	b1952	2024635	2024823	G7045-MONOMER	
EG12576	b4337	4567287	4568519	YJIO-MONOMER	TRANS-RXN-44 // TRANS-RXN-129 // TRANS-RXN-336 // TRANS-RXN0-589 // TRANS-RXN0-588
EG12286	b3582	3749232	3750092	EG12286-MONOMER	LXULRU5P-RXN
G6388	b0725	758464	758724		
G7430	b2760	2882630	2884138	G7430-MONOMER	RXN0-5435
EG12429	b0461	480334	480708	EG12429-MONOMER	
EG11581	b0801	836351	837436	EG11581-MONOMER	RXN-7632
EG10691	b0052	52427	53416	PDXA-MONOMER	RXN-13179
EG12211	b3459	3597984	3598367	MONOMER0-4437 // EG12211-MONOMER	
EG10860	b0214	235535	236002	EG10860-MONOMER	3.1.26.4-RXN
EG11227	b1474	1547401	1550448	FDNG-MONOMER	FORMATEDEHYDROG-RXN
EG10721	b4096	4317215	4317895	PHNL-MONOMER	
G0-17090	b4815	234288	234320	MONOMER0-4543	
G6331	b0602	635349	636569	G6331-MONOMER	
G7414	b2717	2842573	2843043	G7414-MONOMER	RXN-22655
EG11606	b1250	1309016	1310269	KCH-MONOMER	
G6315	b0561	581534	582097	G6315-MONOMER	
EG12115	b4374	4608646	4609323	EG12115-MONOMER	5-NUCLEOTID-RXN // RXN-21067
G7598	b3079	3227801	3228871	G7598-MONOMER	
G0-16724	b4729	294918	295142	MONOMER0-4406	
EG11431	b2398	2518467	2518811	EG11431-MONOMER	
EG11454	b3789	3973608	3974489	DTDPGLUCOSEPP2-MONOMER	DTDPGLUCOSEPP-RXN
EG11476	b3835	4020226	4021866	2-OCTAPRENYLPHENOL-HYDROX-MONOMER	
G7698	b3282	3430843	3431415	G7698-MONOMER	RXN-14569
G0-10513	b4523	1335291	1335458	MONOMER0-2886	
EG10582	b3939	4128672	4129832	O-SUCCHOMOSERLYASE-MONOMER	O-SUCCHOMOSERLYASE-RXN // METBALT-RXN // RXN-15147
EG12739	b3094	3246652	3247428	PD03270	
EG11965	b3601	3775572	3776159	PD00369	
EG11710	b3683	3862497	3863603	GLVC-MONOMER	
G0-10598	b4608	2700520	2700598	RNA0-330	
G7353	b2596	2736913	2737119		
EG11901	b1347	1413531	1413740	EG11901-MONOMER	
EG11779	b2960	3102133	3102852	EG11779-MONOMER	TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
EG11032	b0888	931085	932050	THIOREDOXIN-REDUCT-NADPH-MONOMER	THIOREDOXIN-REDUCT-NADPH-RXN
G6333	b0604	637827	638573	DSBG-MONOMER	RXN-20019 // 5.3.4.1-RXN
EG10680	b1482	1556625	1557056	EG10680-MONOMER	1.11.1.15-RXN // RXN-19953 // RXN-19954 // RXN0-5468
G6180	b0310	324696	325364	G6180-MONOMER	
G7385	b2650	2784529	2785011	G7385-MONOMER	
EG10120	b0778	812270	812947	DETHIOBIOTIN-SYN-MONOMER	DETHIOBIOTIN-SYN-RXN // RXN1ZN3-9 // RXN1ZN3-10
G7753	b3434	3575071	3575664	G7753-MONOMER	
G6604	b1164	1215789	1216025	G6604-MONOMER	
G0-10588	b4592	1040445	1040537	MONOMER0-2817	RXN0-5266
EG11833	b3862	4045670	4046602	EG11833-MONOMER	RXN-17024 // RXN-17012 // RXN-17014 // RXN0-6705 // RXN-17013 // RXN-17015 // RXN-17022 // RXN-17020 // RXN0-5514 // 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN // RXN-17023 // RXN-17008 // RXN-17010 // RXN-17009 // RXN-17011 // RXN-17021 // RXN-17019 // RXN-1623
G6716	b1395	1459054	1460481	G6716-MONOMER	RXN0-2044
EG12124	b2309	2426006	2426788	HISJ-MONOMER	ABC-14-RXN
G6391	b0748	781369	781444	RNA0-302	
EG10707	b2599	2737745	2738905	CHORISMUTPREPHENDEHYDRAT-MONOMER	CHORISMATEMUT-RXN // PREPHENATEDEHYDRAT-RXN
G7168	b2255	2368039	2370021	G7168-MONOMER	RXN0-1862 // RXN0-1861
G6576	b1119	1178593	1179504	G6576-MONOMER	N-ACETYLGLUCOSAMINE-KINASE-RXN
G6150	b0279	293945	294799	G6150-MONOMER	
EG10282	b2925	3070165	3071244	FRUCTBISALD-CLASSII-MONOMER	F16ALDOLASE-RXN // SEDOBISALDOL-RXN
EG10559	b4037	4249554	4250474	EG10559-MONOMER	
G7379	b2644	2776386	2776868	G7379-MONOMER	
EG10948	b1479	1553972	1555669	MALIC-NAD-MONOMER	1.1.1.39-RXN // MALATE-DEH-RXN // OXALODECARB-RXN
EG10907	b3306	3446153	3446545	EG10907-MONOMER	
EG11826	b0981	1042030	1044210	EG11826-MONOMER	RXN-24992
G6449	b0859	898518	899645	G6449-MONOMER	RXN-11600
G7596	b3073	3219494	3220873	G7596-MONOMER	RXN0-7317 // PUTTRANSAM-RXN // DIAMTRANSAM-RXN
EG13161	b2364	2476694	2477629	PD00297	
EG11043	b1637	1715948	1717222	TYRS-MONOMER	RXN-23936 // RXN-23934 // RXN-23935 // TYROSINE--TRNA-LIGASE-RXN // RXN-23088 // RXN-23906
G6698	b1375	1433991	1434224	G6698-MONOMER	
EG12339	b0266	280385	280735	EG12339-MONOMER	
G6725	b1404	1469358	1470509	G6725-MONOMER	RXN0-5131
G7532	b2962	3104093	3104368	G7532-MONOMER	
G0-17105	b4830	4218879	4218963	RNA0-423	
G7861	b4199	4424516	4424791	G7861-MONOMER	
G0-10646	b4674	1465165	1465230	MONOMER0-2873	
EG11297	b3860	4043418	4044044	MONOMER0-4152 // DISULFOXRED-MONOMER	RXN0-7450 // RXN-21426
EG12780	b3149	3295809	3296399	YRAO-MONOMER	
G6267	b0491	516583	517362	G6267-MONOMER	
G0-9961	b4617	3853443	3853556		
EG11347	b1938	2013229	2014887	FLIF-FLAGELLAR-MS-RING	
G6795	b1505	1588853	1590001	G6795-MONOMER	
G7470	b2850	2990554	2991043	G7470-MONOMER	
G6324	b0579	605518	605886	G6324-MONOMER	
EG11410	b4234	4457314	4457865	EG11410-MONOMER	
G7648	b3154	3299472	3299915	G7648-MONOMER	
G7313	b2496	2618075	2618776	G7313-MONOMER	RXN0-7444
EG12106	b0107	115714	117099	EG12106-MONOMER	
G0-17042	b4796	3798039	3798149	MONOMER0-4510	
EG11042	b1323	1386720	1388261	PD00413	
EG10620	b0088	97087	98403	UDP-NACMURALA-GLU-LIG-MONOMER	UDP-NACMURALA-GLU-LIG-RXN
EG30049	b3798	3982606	3982692	leuT-tRNA	
G0-10441	b4515	774196	774309	MONOMER0-2663	RXN0-5266 // RXN-19778 // RXN-19777
EG12770	b3139	3284685	3285488	AGAC-MONOMER	
EG10997	b3706	3886828	3888192	EG10997-MONOMER	RXN-18710 // RXN0-7068 // RXN0-7083
EG10214	b0092	102233	103153	DALADALALIGB-MONOMER	DALADALALIG-RXN
EG10819	b3753	3938227	3939219	PD03867	
EG11336	b2945	3090347	3091054	EG11336-MONOMER	3.1.21.1-RXN
G6689	b1366	1425621	1425980	G6689-MONOMER	
EG11653	b3807	3993739	3994059	EG11653-MONOMER	
EG12091	b2279	2395043	2395345	NUOK-MONOMER	NADH-DEHYDROG-A-RXN // RXN0-5388
EG11874	b3920	4111615	4112214	EG11874-MONOMER	
G6887	b1647	1724736	1725632	G6887-MONOMER	
EG10475	b2724	2849238	2849849	HYCBSMALL-MONOMER	FHLMULTI-RXN // RXN0-3281 // HYDROG-RXN
G0-10697					
EG10343	b3465	3604393	3604989	EG10343-MONOMER	RXN0-6515
EG12166	b0920	972622	973401	EG12166-MONOMER	
G7690	b4472	3392458	3396258	G7690-MONOMER	
EG10768	b0242	260388	261491	GLUTKIN-MONOMER	GLUTKIN-RXN
G6812	b1526	1614804	1615685	G6812-MONOMER	
EG11768	b0503	530132	531226	EG11768-MONOMER	RXN0-2281 // RXN-20755 // RXN-20756 // RXN-20757
G6979	b1793	1877278	1877532	G6979-MONOMER	
G6990	b1806	1889951	1890532	G6990-MONOMER	
G6572	b1115	1174092	1175165	G6572-MONOMER	
EG10752	b1123	1181783	1182829	POTD-MONOMER	ABC-24-RXN // ABC-25-RXN
G7634	b3136	3281976	3283130	G7634-MONOMER	RXN-13548
EG11848	b3883	4073739	4074635	EG11848-MONOMER	RXN-15297
G7501	b2882	3024351	3025751	YGFO-MONOMER	RXN-5076
EG10411	b2029	2099862	2101268	6PGLUCONDEHYDROG-MONOMER	RXN-9952
G7198	b2322	2438942	2440120	B2322-MONOMER	
EG10535	b1139	1198695	1199588	EG10535-MONOMER	
EG10648	b1468	1538850	1542590	NARZ-MONOMER	RXN0-3501 // RXN-15119
G7595	b3072	3217556	3219076	G7595-MONOMER	
G6653	b1315	1376832	1377887	G6653-MONOMER	RXN-20682
EG10688	b3403	3532818	3534440	PEPCARBOXYKIN-MONOMER	PEPCARBOXYKIN-RXN
EG10472	b0976	1036354	1036752	EG10472-MONOMER	
G6102	b0218	238746	239084	G6102-MONOMER	
G6850	b1592	1665315	1666571	YNFJ-MONOMER	RXN0-2501
EG10465	b3041	3183813	3184466	DIOHBUTANONEPSYN-MONOMER	DIOHBUTANONEPSYN-RXN
EG11687	b3659	3836953	3838137	B3659-MONOMER	
G0-10574	b4603	2033649	2033739	RNA0-327	
EG11870	b3910	4102822	4103496	EG11870-MONOMER	RXN0-7398
EG12328	b0141	156299	156883	EG12328-MONOMER	
EG12844	b2017	2089462	2089713	EG12844-MONOMER	
EG12855	b0956	1018485	1018937	EG12855-MONOMER	
EG10255	b2209	2303905	2304393	EG10255-MONOMER	
EG10140	b1738	1821299	1821619	CELA-MONOMER	TRANS-RXN-155B // TRANS-RXN-155
G6459	b0876	916473	918131	G6459-MONOMER	
EG10650	b2518	2644433	2644864	NUCLEOSIDE-DIP-KIN-MONOMER	NUCLEOSIDE-DIP-KIN-RXN // UDPKIN-RXN // CDPKIN-RXN // DUDPKIN-RXN // DCDPKIN-RXN // DTDPKIN-RXN // DADPKIN-RXN // DGDPKIN-RXN // GDPKIN-RXN
EG11111	b0880	922366	922590	EG11111-MONOMER	
EG10864	b3984	4178879	4179583	EG10864-MONOMER	
G6084	b0017	15869	16177		
G6599	b1157	1209119	1209655	G6599-MONOMER	
EG10555	b4033	4243531	4245075	MALF-MONOMER	RXN0-7495 // ABC-16-RXN // TRANS-RXN0-504 // TRANS-RXN0-503
EG10047	b0050	51229	51606	EG10047-MONOMER	
EG11948	b4074	4291512	4293170	EG11948-MONOMER	
G0-17025	b4779	2347350	2347385	MONOMER0-4491	
EG12407	b0828	866568	867533	MONOMER0-3 // MONOMER0-2 // EG12407-MONOMER	RXN0-3241 // ASPARAGHYD-RXN
EG10793	b0523	552591	553100	PURE-MONOMER	RXN0-743
G7650	b3156	3300255	3300758	G7650-MONOMER	
G7837	b4149	4377189	4377722	G7837-MONOMER	
G7242	b2379	2497057	2498295	G7242-MONOMER	ALANINE-AMINOTRANSFERASE-RXN
EG12359	b0719	752229	752795	EG12359-MONOMER	
G6171	b0301	317726	318319	G6171-MONOMER	
EG11260	b3765	3948449	3949969	EG11260-MONOMER	
G7011	b1838	1922313	1922969	G7011-MONOMER	PROTEIN-TYROSINE-PHOSPHATASE-RXN // 3.1.3.16-RXN
EG11762	b3592	3761347	3761955	EG11762-MONOMER	
G7013	b1840	1923719	1924591	G7013-MONOMER	TRANS-RXN0-639
G7645	b3151	3297098	3298138	G7645-MONOMER	
G6466	b0899	947229	948659	YCAM	
G7420	b2739	2864236	2865012	G7420-MONOMER	
EG10818	b3752	3937294	3938223	RIBOKIN-MONOMER	RIBOKIN-RXN
G7583	b3044	3186187	3186552	MONOMER0-4253	
EG11651	b0210	231926	232549	EG11651-MONOMER	
G7218	b2349	2466545	2467702	G7218-MONOMER	
EG12073	b2214	2310479	2311534	EG12073-MONOMER	RXN0-7453 // RXN-14461
EG12019	b2137	2226509	2227270	EG12019-MONOMER	
G6326	b0581	606265	607383	G6326-MONOMER	GLUTCYSLIG-RXN
EG10517	b0694	721056	721733	PHOSPHO-KDPE // KDPE-MONOMER	
EG10272	b3005	3150818	3151243	EG10272-MONOMER	RXN0-1565 // TRANS-RXN0-283 // TRANS-RXN-1592 // RXN0-1682 // RXN0-1701 // RXN0-1684 // RXN0-1702 // TRANS-RXN-1598 // TRANS-RXN0-629
EG11154	b2823	2962441	2962764	EG11154-MONOMER	
EG10457	b1237	1292509	1292922	MONOMER0-4589 // PD00288	
G6869	b1625	1704949	1705164	G6869-MONOMER	
EG10947	b0893	939428	940720	SERS-MONOMER	SERINE--TRNA-LIGASE-RXN // RXN-23896 // RXN0-2161 // ENTF-RXN // RXN-23912
EG10953	b3908	4100810	4101430	SUPEROX-DISMUTMN-MONOMER	SUPEROX-DISMUT-RXN
EG10458	b4349	4581459	4583048	EG10458-MONOMER	3.1.21.3-RXN
G7448	b2790	2922535	2922984	G7448-MONOMER	
EG11466	b3819	4003288	4004178	EG11466-MONOMER	
G7235	b2372	2489242	2490186	B2372-MONOMER	
EG11274	b1265	1323038	1323082	EG11274-MONOMER	
EG10030	b1623	1702233	1703234	ADENODEAMIN-MONOMER	ADDALT-RXN // ADENODEAMIN-RXN
EG11540	b1004	1067112	1067708	PD01343	NQOR-RXN // RXN0-7123 // RXN0-5330 // RXN0-271
G6286	b0517	545314	546363	G6286-MONOMER	RXN0-7024
G6983	b1797	1879589	1879948	G6983-MONOMER	
G6770	b1463	1534024	1534869	G6770-MONOMER	ARYLAMINE-N-ACETYLTRANSFERASE-RXN // 2.3.1.118-RXN
G6758	b1447	1517882	1518331	G6758-MONOMER	
G0-16636	b4759	1991748	1991814	RNA0-388	
G0-10605	b4615	3769345	3769680	MONOMER0-2827	
EG12879	b0528	556661	556873	EG12879-MONOMER	
EG10024	b0114	123017	125680	E1P-MONOMER	PYRUVDEH-RXN // RXN0-1133 // RXN0-1132 // RXN0-1134 // RXN-12583 // RXN-12508
G7744	b3401	3529774	3530652	G7744-MONOMER	
M010	b0347	368611	370275	MHPHYDROXY-MONOMER	MHPHYDROXY-RXN // RXN-10040
EG11036	b3339	3470145	3471329	EG11036-MONOMER	
EG12216	b3470	3608751	3608996	EG12216-MONOMER	RXN-18709 // RXN-12473
EG10416	b2614	2750115	2750708	EG10416-MONOMER	
G7682	b3234	3380743	3382110	G7682-MONOMER	RXN0-3182
G6929	b1724	1807400	1807690	G6929-MONOMER	
EG11034	b4355	4591657	4593312	TSR-MONOMER	
G7495	b2876	3014287	3015057	G7495-MONOMER	
G7462	b2834	2971597	2972637	G7462-MONOMER	
G7285	b2455	2570348	2571751	G7285-MONOMER	ACETALD-DEHYDROG-RXN
G0-16746	b4752	1995655	1995831	MONOMER0-4430	
EG12078	b3479	3617015	3617779	NIKD-MONOMER	ABC-20-RXN // TRANS-RXN0-630
EG10198	b2423	2540804	2541679	CYSW-MONOMER	ABC-70-RXN // ABC-7-RXN // TRANS-RXN0-478 // TRANS-RXN0-479 // ABC-19-RXN
G6984	b1798	1880121	1880759	G6984-MONOMER	TRANS-RXN0-270 // RXN0-7050
G0-10589	b4593	1222990	1223163	MONOMER0-2818	
G6946	b1751	1834116	1834793	G6946-MONOMER	
EG10671	b0929	985894	986982	EG10671-MONOMER	RXN0-2481 // RXN0-7211 // RXN0-7210 // RXN0-7209 // RXN0-7208 // RXN0-7206 // RXN0-7204 // TRANS-RXN0-445 // RXN0-1741 // RXN0-7203 // RXN0-7202 // RXN0-7199 // RXN0-7201 // RXN0-7200 // RXN0-7247 // RXN0-7246 // RXN0-7245 // RXN-15315 // RXN0-0 // RXN0-7244 // RXN0-7243 // RXN0-7241 // TRANS-RXN0-490 // RXN0-7242 // RXN0-7207 // TRANS-RXN0-609 // TRANS-RXN0-615 // TRANS-RXN0-614 // TRANS-RXN0-612 // TRANS-RXN0-611 // TRANS-RXN0-608 // TRANS-RXN0-607 // TRANS-RXN0-606 // TRANS-RXN0-604 // TRANS-RXN0-603 // TRANS-RXN0-601 // TRANS-RXN0-598 // TRANS-RXN-380
G6695	b1372	1429049	1432411	G6695-MONOMER	
EG12133	b2426	2543832	2544623	EG12133-MONOMER	RXN-11032
G6099	b0212	234027	234782	GLYOXII-MONOMER	GLYOXII-RXN
EG10919	b0023	20815	21078	EG10919-MONOMER	
G7588	b3050	3192208	3192837	G7588-MONOMER	
G6428	b0825	863642	864304	G6428-MONOMER	RXN0-313
EG12159	b0391	408177	408461	EG12159-MONOMER	RXN0-5199 // THYM-PHOSPH-RXN // URPHOS-RXN // XANTHOSINEPHOSPHORY-RXN // INOPHOSPHOR-RXN // ADENPHOSPHOR-RXN
EG11287	b2732	2856453	2856806	EG11287-MONOMER	
G6981	b1795	1879007	1879255	G6981-MONOMER	
G0-9605	b4421	1269703	1269810	MONOMER0-1602	
G7192	b2300	2419234	2419788	G7192-MONOMER	
EG11559	b0038	37898	39115	CARNDEHYDRA-MONOMER	RXN0-3601
G0-10512	b4522	1335148	1335288	MONOMER0-2885	
G7325	b2530	2660317	2661531	G7325-MONOMER	RXN-22700 // RXN-18707 // RXN-25085 // RXN-12588 // RXN-12587 // RXN-21566 // RXN-21565 // RXN-9787 // RXN-14382 // RXN-22698 // RXN0-308 // RXN-22697
EG10287	b4290	4513406	4514308	FECB-MONOMER	ABC-9-RXN
EG12276	b3568	3733720	3734901	XYLH-MONOMER	ABC-33-RXN
EG11774	b2284	2400218	2401555	NUOF-MONOMER	NADH-DEHYDROG-A-RXN // RXN0-5388
EG11158	b2912	3056241	3056789	EG11158-MONOMER	5-FORMYL-THF-CYCLO-LIGASE-RXN
G7516	b2919	3063993	3064778	G7516-MONOMER	RXN0-310
EG10338	b0080	88028	89032	PD00521	
EG11028	b1264	1321384	1322946	ANTHRANSYNCOMPI-MONOMER	ANTHRANSYN-RXN // GLUTAMIN-RXN // RXN-22711 // RXN-22729
EG11981	b2036	2107226	2108329	GALPMUT-MONOMER	GALPMUT-RXN
EG10758	b0525	553943	554437	EG10758-MONOMER	PEPTIDYLPROLYL-ISOMERASE-RXN
EG11350	b3629	3804181	3805116	EG11350-MONOMER	RXN0-5129
G6119	b0235	253467	253733	G6119-MONOMER	
EG10836	b1564	1645633	1645872	EG10836-MONOMER	
G6603	b1163	1214264	1215475	G6603-MONOMER	
G7727	b3375	3504052	3504783	G7727-MONOMER	
G7850	b4185	4412387	4413025	G7850-MONOMER	
G7923	b4326	4556993	4557385	G7923-MONOMER	
EG12040	b2179	2275273	2276298	YEJE-MONOMER	RXN0-11 // ABC-8-RXN // 3.6.3.23-RXN
G6560	b1068	1126806	1127729	G6560-MONOMER	
G6963	b1776	1860256	1861332	G6963-MONOMER	
EG13217	b0445	465612	467312	EG13217-MONOMER	
G6967	b1781	1864782	1865636	G6967-MONOMER	RXN0-4281
EG12190	b2437	2554130	2555182	EG12190-MONOMER	
G7567	b3014	3158627	3158884	G7567-MONOMER	
G6177	b0307	322338	323765	G6177-MONOMER	
EG11692	b3665	3843964	3845730	EG11692-MONOMER	ADENINE-DEAMINASE-RXN // CATAL-RXN
G6256	b0479	503476	504696	FSR-MONOMER	TRANS-RXN-41
G7227	b2358	2472878	2473246	G7227-MONOMER	
EG10479	b2720	2844210	2844752	HYCF-MONOMER	FHLMULTI-RXN // RXN0-3281 // HYDROG-RXN
G7426	b2756	2879788	2880387	G7426-MONOMER	RXN0-5435
EG11950	b4076	4293543	4294139	EG11950-MONOMER	
EG11556	b0008	8238	9191	TRANSALDOLB-MONOMER	TRANSALDOL-RXN
EG11317	b1092	1149728	1150657	MALONYL-COA-ACP-TRANSACYL-MONOMER	MALONYL-COA-ACP-TRANSACYL-RXN
G6891	b1651	1727837	1728244	GLYOXI-MONOMER	GLYOXI-RXN // RXN2PN3-45
EG30101	b3979	4175754	4175829	thrT-tRNA	
G7251	b2389	2509630	2510886	G7251-MONOMER	
G7130	b2098	2178821	2180098	B2098-MONOMER	
G7205	b2334	2450587	2451075	G7205-MONOMER	
EG12352	b3775	3959532	3959813	EG12352-MONOMER	PEPTIDYLPROLYL-ISOMERASE-RXN
G6753	b1442	1513831	1514772	YDCU-MONOMER	
EG11933	b4050	4262840	4263082	EG11933-MONOMER	
EG10639	b1225	1283604	1285142	NARH-MONOMER	RXN0-3501 // RXN0-7124 // RXN-15119
G7491	b2872	3008764	3009975	G7491-MONOMER	
G7602	b3083	3234141	3234455	G7602-MONOMER	RXN0-5509
G7627	b3114	3260124	3262418	KETOBUTFORMLY-MONOMER // KETOBUTFORMLY-INACT-MONOMER	KETOBUTFORMLY-RXN // PYRUVFORMLY-RXN
G6362	b0659	691874	692341	G6362-MONOMER	
EG10241	b0014	12163	14079	EG10241-MONOMER	RXN0-1061
G0-16742	b4748	1632890	1633003	MONOMER0-4425	
EG10298	b0589	620196	621188	FEPG-MONOMER	ABC-10-RXN
EG30047	b4369	4606200	4606286	leuP-tRNA	
G0-8879	b4440	2653855	2654158	RYFA-RNA	
EG10712	b4107	4325298	4325741	EG10712-MONOMER	
G7695	b3267	3418390	3418611	G7695-MONOMER	
G7639	b3144	3288814	3291330	G7639-MONOMER	
G7400	b2672	2800146	2800475	B0899-MONOMER	
G6534	b1027	1095138	1095437	MONOMER0-4244	
EG11841	b3876	4064363	4065766	YIHO-MONOMER	TRANS-RXN0-580
G6994	b1810	1894133	1894432	G6994-MONOMER	
EG11734	b1020	1084992	1086056	EG11734-MONOMER	
EG10846	b3593	3762183	3766316	EG10846-MONOMER	
G7129	b2097	2177512	2178564	FRUCBISALD-CLASSI-MONOMER	F16ALDOLASE-RXN
G7410	b2701	2824491	2825576	G7410-MONOMER	RXN-17392 // RXN-17391
G0-16640	b4715	4563668	4563925	MONOMER0-4349	
EG12217	b3471	3609217	3609882	EG12217-MONOMER	TRANS-RXN-412
G7526	b2950	3094100	3095080	G7526-MONOMER	
EG12290	b3586	3752963	3754099	EG12290-MONOMER	
EG11046	b3452	3590024	3590911	UGPA-MONOMER	ABC-34-RXN // TRANS-RXN0-573
G0-17039	b4793	3720400	3720471	MONOMER0-4505	
G0-16733	b4738	1212260	1212304	MONOMER0-4415	
EG11864	b3900	4092377	4092823	FRVA-MONOMER	
EG11708	b4556	3861173	3861987		
EG11197	b3705	3885076	3886722	YIDC	
G7877	b4243	4470527	4470913	G7877-MONOMER	RXN-15123 // RXN-15127
EG10106	b3739	3922060	3922440	EG10106-MONOMER	
G6714	b1393	1457497	1458264	G6714-MONOMER	RXN-2425
G7248	b2385	2505547	2506632	G7248-MONOMER	RXN0-5052
EG10669	b0957	1019013	1020053	EG10669-MONOMER	
EG10426	b0962	1024471	1026525	EG10426-MONOMER	RXN-11135
EG10977	b3229	3376782	3377420	EG10977-MONOMER	
EG10405	b4077	4294481	4295794	GLTP-MONOMER	TRANS-RXN-122A // TRANS-RXN-162
EG11353	b3626	3800983	3801999	EG11353-MONOMER	RXN0-5126
G6183	b0318	335280	335885	G6183-MONOMER	
G0-17040	b4794	3737177	3737203	MONOMER0-4506	
EG11078	b0020	18715	19620	PD00474	
G6406	b0789	822498	823739	G6406-MONOMER	CARDIOLIPSYN-RXN // RXN0-7272
G7686	b3241	3388194	3389126	G7686-MONOMER	TRANS-RXN0-233
G0-8882	b4445	2976304	2976385	RYGB-RNA	
EG12851	b0643	675018	675500	EG12851-MONOMER	
G7593	b3070	3215727	3216491	G7593-MONOMER	RXN0-6941 // RXN0-6555 // RXN-20767 // RXN0-7313
EG12214	b3468	3605751	3606377	EG12214-MONOMER	
EG10138	b3918	4109930	4110685	CDPDIGLYPYPHOSPHA-MONOMER	CDPDIGLYPYPHOSPHA-RXN
G379	b1943	2018386	2019513	G379-MONOMER	
G7869	b4212	4434113	4434493	G7869-MONOMER	
EG11481	b4483	4023554	4024336	EG11481-MONOMER	RXN0-4223 // 3.1.11.2-RXN // 3.1.11.1-RXN
EG11560	b0039	39244	40386	CROBETREDUCT-MONOMER	CROBETREDUCT-RXN
G7613	b3099	3249683	3250087	G7613-MONOMER	
EG12212	b3466	3604979	3605248	EG12212-MONOMER	
EG12228	b3491	3634841	3635893	MONOMER0-2489	
EG10367	b1779	1862771	1863766	GAPDH-A-MONOMER	GAPOXNPHOSPHN-RXN
G0-16748	b4754	3050958	3051041	MONOMER0-4432	
EG12356	b3422	3558268	3559866	EG12356-MONOMER	
G6508	b0987	1049439	1049744	G6508-MONOMER	
EG11486	b3792	3976278	3977528	EG11486-MONOMER	TRANS-RXN0-279
EG10909	b3321	3452959	3453270	EG10909-MONOMER	
G7320	b2512	2637474	2638652	G7320-MONOMER	
G6212	b0360	381351	381716	G6212-MONOMER	
G7947	b4365	4603477	4604202	G7947-MONOMER	
G7306	b2489	2610706	2611464	MONOMER0-151	
G0-9582	b4415	607836	607988	MONOMER0-1581	
EG10370	b2515	2640686	2641804	EG10370-MONOMER	RXN-15878
G7163	b2250	2363733	2364275	G7163-MONOMER	
EG11448	b4069	4285413	4287371	ACS-MONOMER	ACETATE--COA-LIGASE-RXN // PROPIONATE--COA-LIGASE-RXN
G7855	b4192	4418561	4419625	G7855-MONOMER	RXN0-5214
EG10016	b3126	3272787	3273557	KDGALDOL-MONOMER	KDGALDOL-RXN
G7951	b4377	4612411	4613484	G7951-MONOMER	
G8202	b0013	11382	11786	G8202-MONOMER	
EG10240	b0015	14168	15298	EG10240-MONOMER	DISULFOXRED-RXN
G6383	b0714	745935	746726	G6383-MONOMER	RXN-21250
EG12419	b2096	2176350	2177204	TAGAALDOL2-MONOMER	TAGAALDOL-RXN
EG20248	b4323	4552901	4554361	MANNONOXIDOREDUCT-MONOMER	MANNONOXIDOREDUCT-RXN
EG11671	b2223	2324756	2326078	EG11671-MONOMER	TRANS-RXN0-281
G0-16729	b4734	643330	643419	MONOMER0-4411	
EG11009	b3035	3178115	3179596	EG11009-MONOMER	TRANS-RXN-1551 // TRANS-RXN-1552 // TRANS-RXN-360 // TRANS-RXN-367 // TRANS-RXN-364 // TRANS-RXN-363 // TRANS-RXN-365 // TRANS-RXN-353 // TRANS-RXN-352 // TRANS-RXN-92 // TRANS-RXN-354 // TRANS-RXN-359 // TRANS-RXN0-592 // TRANS-RXN-356 // TRANS-RXN-355 // TRANS-RXN-357 // TRANS-RXN0-224 // TRANS-RXN-377 // TRANS-RXN-378
EG11899	b1349	1413984	1414793	EG11899-MONOMER	
EG10315	b4320	4548808	4549710	EG10315-MONOMER	
G6149	b0278	293220	293918	G6149-MONOMER	
EG10220	b4383	4619603	4620826	PPENTOMUT-MONOMER	D-PPENTOMUT-RXN // PPENTOMUT-RXN
G7629	b3130	3277337	3277801	G7629-MONOMER	RXN0-6528
EG12367	b0575	598714	601857	YBDE-MONOMER	TRANS-RXN0-280 // TRANS-RXN-90
EG11681	b3203	3346173	3346460	EG11681-MONOMER	
EG10058	b1900	1983555	1985069	ARAG-MONOMER	ABC-2-RXN
